Année;Lieux;Championnat;Code_Course;Distance;Finale;Position;Temps;Club1;Club2;Club3;Club4;Rameur1;Rameur2;Rameur3;Rameur4;Rameur5;Rameur6;Rameur7;Rameur8;Barreur
2025;Macon;Championnats de France longue distance;J18H8+;8000;FA;1.0;28:05.24;AS81;;;;Lino BILHER;Ludwik BOJCZUK;François STAMBACH;Adrien CZERNIAK;Adam HABED;Louis HATTENVILLE;Axel SANANES;Giulio CERESOLI;Emil OLLIVIER
2025;Macon;Championnats de France longue distance;J18H8+;8000;FA;2.0;28:34.74;AMJ;;;;Valentin ROUVEAU;Timeo REDON;Kellig BLOT KERVRAN;Gabriel BOCCIARELLI;Maxence PION;Paul MARGOT;Lysandre FIEULAINE;Mael KHALOUA;Benjamin MOJAK
2025;Macon;Championnats de France longue distance;J18H8+;8000;FA;3.0;28:45.26;ENAB;;;;Leo Paul SCHAUER;Hugo ENCRENAZ;Maxence ASSIER;Enzo TASSET;Marco PIATON DE MENEZES;Baptiste DEVINEAU;Mathis BICHET;Gabriel GIOVANI;Garance CAUET
2025;Macon;Championnats de France longue distance;J18H8+;8000;FA;4.0;28:59.24;ATOU;;;;Pierre CHRETIEN;Vasco MALHERBE;Louis CALIXTE PUR;Maxime LOUGNON;Theo GASCOIN;Clement PLA;Killian DINSE;Leonid ZHULIN;Helene ABADON
2025;Macon;Championnats de France longue distance;J18H8+;8000;FA;5.0;29:29.87;SNBE;;;;Raphael AUBIER;Raphael HEBERT;Noah KANN COSTY;Maelian MALBERT;Marlon-Victorio MANDRAFINA;Paul CAMINADE;Raphael ROUSSELY;Johan ROUSSELY;Baia ROCHERJUGE
2025;Macon;Championnats de France longue distance;J18H8+;8000;FA;6.0;29:31.63;CACS;;;;Antonin BORDE;Marius CADOT;Yaroslav NICOLAS DOUMTCHENKO;Clement PALLEZ;Louis MOREAU;Arthur VIALLE;Bonnot YANIS;Callistan SERMONAT;Augustin BUE
2025;Macon;Championnats de France longue distance;J18H8+;8000;FB;7.0;30:02.29;CNAR;;;;Robin FILHON;Matheo MOUSSET;Gabin MENARD;Tom CAFFIN;Vadim HARTER;Antoine PERROTTE;Maxence CHATEL;Martin COMOR;Ava LION
2025;Macon;Championnats de France longue distance;MCF2X;8000;FA;1.0;38:13.41;SNMO;;;;Magali ALBIN;Celine MARION;;;;;;;
2025;Macon;Championnats de France longue distance;MCF2X;8000;FA;2.0;39:14.44;ASLA;;;;Delphine VERLUT;Barbara TOMIET;;;;;;;
2025;Macon;Championnats de France longue distance;MCF2X;8000;FA;3.0;41:08.49;ABEA;;;;Stephanie CHANTRY;Nicole LUZAR;;;;;;;
2025;Macon;Championnats de France longue distance;MCF2X;8000;FA;4.0;42:41.05;CNPA;;;;Elodie RICHAUD;Elodie TASSY;;;;;;;
2025;Macon;Championnats de France longue distance;MCF2X;8000;FA;5.0;50:37.30;CNDP;ACMG;;;Delphine CACLARD;Marielle FAUCHEUR;;;;;;;
2025;Macon;Championnats de France longue distance;MCF2X;8000;FA;6.0;52:15.51;CNPA;;;;Florence CARIN;Isabelle CECCON;;;;;;;
2025;Macon;Championnats de France longue distance;MCF2X;8000;FB;7.0;55:11.73;SNE;;;;Christine ROUCOULES;Camille KENARLIKDJIAN;;;;;;;
2025;Macon;Championnats de France longue distance;MCF4-;8000;FA;1.0;34:22.55;AMJ;;;;Salwa BOUSSOUKAYA;Sylvie HEPP-HAUTEVILLE;Anais FONTAINE;Helene TAN;;;;;
2025;Macon;Championnats de France longue distance;MCF4-;8000;FA;2.0;36:23.29;SNBS;;;;Genevieve DOUHET;Krisztina TOTH;Stephanie FAIVRE;Virginie CARTERON;;;;;
2025;Macon;Championnats de France longue distance;MCF4X;8000;FA;1.0;30:38.88;CNCB;;;;Fanny DUPAIN;Isabelle CHATELAIN;Gwenaelle LEVEQUE;Virginia ROUSSEL;;;;;
2025;Macon;Championnats de France longue distance;MCF4X;8000;FA;2.0;31:08.11;AS81;;;;Delphine DUTAU-BUHLER;Karola RITTNER;Anita LATZ;Marie PONCE DE LEON;;;;;
2025;Macon;Championnats de France longue distance;MCF4X;8000;FA;3.0;31:42.21;ARP;;;;Laure GRANIER;Cynthia PENELON;Amandine VINCENT;Amandine LAMBERT;;;;;
2025;Macon;Championnats de France longue distance;MCF4X;8000;FA;4.0;31:47.79;RCMA;;;;Sylvie THUAULT;Julia FARGEOT;Frederique BOISSEAU;Helene LAGUILHON;;;;;
2025;Macon;Championnats de France longue distance;MCF4X;8000;FA;5.0;32:52.03;ABEA;;;;Manon PELLIER;Nicole LUZAR;Stephanie SZWALBERG;Magaly ROUX;;;;;
2025;Macon;Championnats de France longue distance;MCF4X;8000;FA;6.0;33:01.15;ASLA;;;;Barbara TOMIET;Delphine VERLUT;Hélène HOFFARTH;Veronique RAGUET;;;;;
2025;Macon;Championnats de France longue distance;MCF4X;8000;FB;7.0;34:44.25;SNP;;;;Stephanie HOCDE;Magali RENARD;Ann ERIKSSON;Corinne SAFINIA NAINI;;;;;
2025;Macon;Championnats de France longue distance;MCF4X;8000;FB;8.0;34:53.24;RCPM;;;;Svenja OBEGI;Catherine LANGUMIER;Emilie SAXE;Cyrielle BERTHIER;;;;;
2025;Macon;Championnats de France longue distance;MCF4X;8000;FB;9.0;36:03.39;CNF;;;;Françoise TREVISANI;Johanna RICHTER;Anne DUPUY TEZE;Cecile AUTY-JACKLIN;;;;;
2025;Macon;Championnats de France longue distance;MCF4X;8000;FB;10.0;37:29.21;SPNC;;;;Marie Pierre MABESOONE;Magali GIAUME;Carine POTHERAT-BOUVIER;Joanna OSSOWSKA;;;;;
2025;Macon;Championnats de France longue distance;MCF8+;8000;FA;1.0;33:21.76;AGRE;;;;Sylvie ALIBEU;Anja BAILLOT;Marie Laure BARON;Gabrielle BOULANGER;Renata GIBSON;Maria HAGL;Helene JEGOU;Marit NAUMANN;Lise VAUZELLE
2025;Macon;Championnats de France longue distance;MCF8+;8000;FA;2.0;34:43.63;UNA;CAN;;;Fanny GOLDSCHMIDT;Delphine AUVIGNE;Aurelie PARPAILLON;Stephanie COCHU;Amelie SAUSSEREAU;Caroline MORICEAU;Anne-Gaël GOURDIN;Solene VIGOUREUX;Laeticia DELACOUR
2025;Macon;Championnats de France longue distance;MCF8+;8000;FA;3.0;35:56.44;CNCB;;;;Frederique HINTZY;Elsy HAILLOUD;Emilie MIROUSE;Juliette BEGHIN;Marjorie ESNAULT;Anne LE GALLIC;Jeanette CALDICOTT;Leonie JACQUET;Zoé PARPILLON CACHOUD
2025;Macon;Championnats de France longue distance;MCF8+;8000;FA;4.0;36:41.27;ABEA;;;;Muriel ADECHY;Camille SOLE;Manon PELLIER;Malgorzata MYSZKA;Stephanie SZWALBERG;Nathalie FORT;Magaly ROUX;Caroline POZZO DI BORGO;Rayan KHARKHACH
2025;Macon;Championnats de France longue distance;MCF8+;8000;FA;5.0;36:54.58;SPNC;;;;Claude MAYMIL;Nathalie DECOCK;Petra BRISSON;Geraldine LEFEBVRE DU PREY;Marie Pierre MABESOONE;Lucie VAUCHE;Joanna OSSOWSKA;Magali GIAUME;Agnes TERNOY
2025;Macon;Championnats de France longue distance;MCF8+;8000;FA;6.0;37:09.23;SNBS;;;;Genevieve DOUHET;Krisztina TOTH;Anne MEADEB;Virginie CARTERON;Olena TOKAR;Benedicte STRAUB;Fanny ROULLET;Stephanie FAIVRE;Lotfi CHEMLOUL
2025;Macon;Championnats de France longue distance;MCF8+;8000;FB;7.0;37:11.71;ADEC;;;;Sandrine MUSSARD;Catherine FOULSHAM;Stephanie CREVOLIN;Stephanie MERLE;Isabelle HERMET;Christelle SZATANEK;Marion KOSICKI;N'guetta Irma N'DOUBA;Arthur DESPREZ
2025;Macon;Championnats de France longue distance;MCF8+;8000;FB;8.0;42:52.35;SNTT;;;;Delphine BORNE;Laurence BRESCIANI;Aurelie DUGAND;Daphne GOUY;Christelle GRANON;Veronique LEMAIRE;Jacqueline LINGOIS;Charlotte REYNAUD;Olivier ANGLADE
2025;Macon;Championnats de France longue distance;MCH2X;8000;FA;1.0;28:25.57;CMSA;;;;David LACOFFRETTE;Donatien MORTELETTE;;;;;;;
2025;Macon;Championnats de France longue distance;MCH2X;8000;FA;2.0;29:06.80;AMAR;;;;Cedric TAUZIN;Patrick LE CALLONNEC;;;;;;;
2025;Macon;Championnats de France longue distance;MCH2X;8000;FA;3.0;30:50.58;RCMA;;;;Alain MORETTO;Julien FALAISE;;;;;;;
2025;Macon;Championnats de France longue distance;MCH2X;8000;FA;4.0;31:16.50;ATOU;;;;Christophe JEANTON;Romain LIEBER;;;;;;;
2025;Macon;Championnats de France longue distance;MCH2X;8000;FA;5.0;31:16.87;CASG;;;;Christian RIVIER;Cedric MOCELLIN;;;;;;;
2025;Macon;Championnats de France longue distance;MCH2X;8000;FA;6.0;31:19.39;SRRE;;;;Nicolas MILES;Yann AUDIC;;;;;;;
2025;Macon;Championnats de France longue distance;MCH2X;8000;FB;7.0;31:26.80;ACOO;;;;Armand JEANDENANS;Alexandre TINGRY;;;;;;;
2025;Macon;Championnats de France longue distance;MCH2X;8000;FB;8.0;32:05.23;ASM;;;;Francois JACONO;Guillaume JACONO;;;;;;;
2025;Macon;Championnats de France longue distance;MCH2X;8000;FB;9.0;32:05.73;ACDO;;;;Charles GUILLEMETTE;Frederic JACOTEY;;;;;;;
2025;Macon;Championnats de France longue distance;MCH2X;8000;FB;10.0;32:20.92;CAVI;;;;Jacques CHABANET;Pierre MORIN;;;;;;;
2025;Macon;Championnats de France longue distance;MCH2X;8000;FB;11.0;32:28.68;SNBI;;;;Nicolas GAUDILLIERE;Federico TAJARIOL;;;;;;;
2025;Macon;Championnats de France longue distance;MCH2X;8000;FB;12.0;33:34.81;SNCH;;;;Emeric LASSERE;Laurent BESNAULT;;;;;;;
2025;Macon;Championnats de France longue distance;MCH2X;8000;FC;13.0;33:39.84;AVAL;;;;Cedric DETURCHE;Damien PARAT;;;;;;;
2025;Macon;Championnats de France longue distance;MCH2X;8000;FC;14.0;33:41.45;CNLA;;;;Benoit DUGUE;Arnaud AFFAGARD;;;;;;;
2025;Macon;Championnats de France longue distance;MCH2X;8000;FC;15.0;34:06.68;CNME;;;;Gilles AUGUET;Ronan SEVELLEC;;;;;;;
2025;Macon;Championnats de France longue distance;MCH2X;8000;FC;16.0;34:36.37;CSAV;;;;Sophie PEDRALI;Florent CHARLES;;;;;;;
2025;Macon;Championnats de France longue distance;MCH2X;8000;FC;17.0;34:42.97;AVAL;;;;Jean Charles RIBOUT;Pierre LE BAIL;;;;;;;
2025;Macon;Championnats de France longue distance;MCH2X;8000;FC;18.0;34:47.13;ASLA;;;;Aurelien VESIN;Jean-Pierre JACQUEMIN;;;;;;;
2025;Macon;Championnats de France longue distance;MCH2X;8000;FD;19.0;34:53.11;SNAV;;;;Bruno DESCAMPS;Ignace DE MONTGOLFIER;;;;;;;
2025;Macon;Championnats de France longue distance;MCH2X;8000;FD;20.0;36:33.21;CNLA;;;;Etienne TONIN;Nathan LEMESLE;;;;;;;
2025;Macon;Championnats de France longue distance;MCH4-;8000;FA;1.0;30:27.33;AS81;;;;Thierry BOEHM;Rolf FRANCK NEUMANN;David HILD;Frederic SCHMALTZ;;;;;
2025;Macon;Championnats de France longue distance;MCH4-;8000;FA;2.0;30:28.52;CMSA;;;;Nicolas ALIN;Frederic CAMPANELLI;David LACOFFRETTE;Donatien MORTELETTE;;;;;
2025;Macon;Championnats de France longue distance;MCH4-;8000;FA;3.0;31:18.30;B92;;;;Paul GELOEN;Joseph KERMANI;Jean-Francois SEYTRE;Luc VANNIER;;;;;
2025;Macon;Championnats de France longue distance;MCH4-;8000;FA;4.0;32:39.29;AGRE;;;;Marian CHATENET;Antoine GABRIEL;Joel SAURIN;David Albert BILLIOTTE;;;;;
2025;Macon;Championnats de France longue distance;MCH4-;8000;FA;5.0;32:47.72;ADEC;;;;Antoine GANCEL;Eric CHAPUIS;Renaud LAPERRIERE;Joel SZATANEK;;;;;
2025;Macon;Championnats de France longue distance;MCH4-;8000;FA;6.0;33:39.14;ATOU;;;;Christophe JEANTON;Thomas SCHEER;Romain LIEBER;Charles GOUGEON;;;;;
2025;Macon;Championnats de France longue distance;MCH4-;8000;FB;7.0;33:53.22;UNA;;;;Anthony PAGOT;Stephane DOUDET;Thibaut TINCELIN;Florent BERCHET;;;;;
2025;Macon;Championnats de France longue distance;MCH4-;8000;FB;8.0;37:54.71;ADEC;;;;Sylvain DUISIT;Francois RIGALDIES;Jeanphilippe OYSELET;Martial POIMBOEUF;;;;;
2025;Macon;Championnats de France longue distance;MCH4-;8000;FB;9.0;38:00.42;ADEC;;;;Michael COUBRET;Daniel VIGOUROUX;Sebastien BAGUET;Nordine OUSSALAH;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FA;1.0;29:01.12;CNCB;CMSA;;;Clement FONTA;Vincent CAVARD;Daniel VINCENT;Patrick GOOD;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FA;2.0;29:48.51;AAGE;;;;Jerome NEYRAC;Gabriel VASSAU;Mathieu ANGIBAUD;Geoffrey DUFLOCQ;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FA;3.0;30:05.43;ANA;;;;Tony CANAT;Alexis SOULAS;Christophe AIRAUD;Mathieu SAUTEREAU;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FA;4.0;30:16.80;AMAJ;;;;Mathieu LISSOIR;Rafik AMRANE;Jeanphilippe TURREL;Thierry SERGENT;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FA;5.0;30:57.85;SRRE;;;;Thomas MARCHIONINI;Jean-Michel SEMPERE;Mathieu RATEAU;Hadi BOUKHATMI;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FA;6.0;31:00.69;UNA;;;;Vincent DELACOUR;Jean VANHERSECKE;Stephane HAMON;Olivier LOURADOUR;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FB;7.0;31:22.70;ADEC;;;;Antoine PAILHE BELAIR;Frederic PINON;Nicolas TIXIER;Jeanluc PERLET;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FB;8.0;31:35.43;SRRE;;;;Benoit LECARPENTIER;Yann AUDIC;Michel MORVAN;Nicolas MILES;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FB;9.0;32:14.26;CAN;;;;Thomas GUIDEZ;Kevin JAFFREDO;Arnaud LECOT;Sebastien DESGRANGES;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FB;10.0;32:15.72;RCMA;;;;Jeroen DE ZWART;Pascal COLOMBIER;Quentin MILLET;Thomas KOVACS;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FB;11.0;32:27.56;AAGE;;;;Frederic BARENNES;Clement ROMAT;Pierre DUCOS;Vincent BIOT;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FB;12.0;32:36.99;AUNV;;;;Christophe CHAUSSON;Francois PAUL-DAUPHIN;Thomas WILLIOT;William SOULIER;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FC;13.0;32:58.69;SNBS;;;;Vincent BERGER;Fernando PINTO OLIVEIRA;Olivier CHATAIGNER;Lotfi CHEMLOUL;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FC;14.0;32:59.84;BRAC;;;;David DENOIS;Fabien MARCHI;Gaetan STEUNOU;Pierre BIRONNEAU;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FC;15.0;33:21.65;CATH;;;;Olivier BEAL;Landry BOUSQUET;Michel DUCRET;Michel VERNAZ;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FC;16.0;33:33.21;ABAY;;;;Herve LUYER-TANET;Frederic PATHIAS;David SAURAT;Gauthier HARISTOY;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FC;17.0;33:36.96;SNNA;;;;Philippe BOUTON;Jean Philippe NAU;Frank BRUNIER;Olivier GILLET;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FC;18.0;33:39.06;SNAV;;;;Frederic ROBETTE;Bruno DESCAMPS;Jean Paul FAUGIER;Ignace DE MONTGOLFIER;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FD;19.0;33:40.00;RREM;;;;Francoisdenis DESGORCES;Benoit JARLOT;Julien MOUCHETTE;Benoit LAVINAUD;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FD;20.0;33:51.67;SNBI;;;;Nicolas GAUDILLIERE;Franck ALARCON;Jeanmarc SASSOLAS;Federico TAJARIOL;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FD;21.0;34:07.35;CALY;SPNC;;;Valentin MASSON;Anthony BARRAULT;Olivier ROUX;Laurent BRESSON;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FD;22.0;34:25.87;AVAL;;;;Damien PARAT;Cedric DETURCHE;Jean Charles RIBOUT;Pierre LE BAIL;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FD;23.0;34:54.18;CNLM;;;;Samuel JUGE;Jonathan LEMOING;Cyril DESBORDES;Emmanuel BRUNEAU;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FD;24.0;35:30.87;CNLA;;;;Loic JOURNEAULT;Etienne TONIN;Nathan LEMESLE;David CROCHET;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FE;25.0;35:49.56;RCVA;;;;Christophe BIBLOCQUE;Guillaume GAZEL;Pierre MARGUIN;Quentin MOLLARD;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FE;26.0;35:52.10;SNP;;;;Olivier GORGUET;Vincent BOUTROUX;Michael BROUQUIERES;Francois NOUZA;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FE;27.0;36:25.90;CRMM;;;;Frederic BARCZA;Amaury DE LA LAURENCIE;Frederic MEIMOUN;Didier GIRARDEAU;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FE;28.0;36:42.06;SNSS;;;;Joseph KAWALEC;Lionel COTTE;Alain GRICOURT;David KEKENBOSCH-DAL;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FE;29.0;37:51.37;ATOM;;;;Thomas LEVALLOIS;Loic PASCAL;Raphael SIMAR;Eric BRANDSTAETTER;;;;;
2025;Macon;Championnats de France longue distance;MCH4X;8000;FE;30.0;37:56.94;ASTC;;;;Julien GENTILHOMME;Louis BRUCKERT;Thomas BUREAU;Fabrice ANDREOLI;;;;;
2025;Macon;Championnats de France longue distance;MCH8+;8000;FA;1.0;25:49.44;CAVI;;;;Patrick VASSORT;Jean-Marc FAGE;Gilles PURIER;Nicolas GILBERT;Alexis GUERINOT;Melvyn RECOT;Ivan BOVE;Louis DROISSART;Erine CLEGG
2025;Macon;Championnats de France longue distance;MCH8+;8000;FA;2.0;26:14.19;CNCB;;;;Julien PARPILLON;Stephane LEMONNIER;Francois GENIX CHAUSSE;Patrick GOOD;Jerome DEBRET;Olivier GENET;Adrien BAU;Damien BLANC;Juliette NEYRAT
2025;Macon;Championnats de France longue distance;MCH8+;8000;FA;3.0;26:18.05;CACS;;;;Romaric CAVARD;Raphael DORME;Ludovic GUERIN;Jean-Baptiste LALLART;Damien SERMONAT;Valentin SERMONAT;Yoann PINOT;Fabrice MOREAU;Violette CADOT
2025;Macon;Championnats de France longue distance;MCH8+;8000;FA;4.0;26:30.08;AS81;;;;Thierry BOEHM;Rolf FRANCK NEUMANN;Alexandre SCHALBURG;Frederic SCHMALTZ;David HILD;Matthieu LEFFTZ;Matthias WOITOK;Lamy MARTIN;Zoe TILL
2025;Macon;Championnats de France longue distance;MCH8+;8000;FA;5.0;26:53.53;AGRE;;;;David Albert BILLIOTTE;Marian CHATENET;Olivier FRANIATTE;Antoine GABRIEL;Thibault PARMENTIER;Emmanuel SCHWEBEL;Aubin SOURY LAVERGNE;Ondra ZEMAN;Marie CHATENET
2025;Macon;Championnats de France longue distance;MCH8+;8000;FA;6.0;26:53.64;ARP;;;;Joan GIL;Sebastien GRIMAUD;Thibaud CHIALE;Remi REYNE;Raphael PEGUET;Marc LANOY;Laurent MAGNAT;Franz PENELON;Kahyna POVEDA
2025;Macon;Championnats de France longue distance;MCH8+;8000;FB;7.0;27:12.32;B92;CNF;RCPM;;Laurent STENGER;Luc VANNIER;Paul GELOEN;Franck MONASTERIO;Sebastien JULIEN;Jean-Francois SEYTRE;Steffen SPIELER;Joseph KERMANI;Elise RAOUL REA
2025;Macon;Championnats de France longue distance;MCH8+;8000;FB;8.0;27:17.96;ADEC;;;;Jeanluc PERLET;Renaud LAPERRIERE;Eric CHAPUIS;Antoine PAILHE BELAIR;Joel SZATANEK;Frederic PINON;Nicolas TIXIER;Leo CHARRIN;Antonin CREVOLIN
2025;Macon;Championnats de France longue distance;MCH8+;8000;FB;9.0;27:21.52;CMSA;BEAA;;;Frederic CAMPANELLI;Bernard BLANC;Jean-Pierre FOUCAULT;David LIOT;Nicolas BLENET;Adrien MONTROT;Damien CASTELLAN;Nicolas ALIN;Vincent SCIMECA
2025;Macon;Championnats de France longue distance;MCH8+;8000;FB;10.0;27:22.06;AAGE;;;;Vincent BIOT;Pierre DUCOS;Clement ROMAT;Mathieu ANGIBAUD;Geoffrey DUFLOCQ;Frederic BARENNES;Gabriel VASSAU;Jerome NEYRAC;Elisa BARENNES
2025;Macon;Championnats de France longue distance;MCH8+;8000;FB;11.0;27:22.09;AUNL;;;;Cedric BOUVIER;Luc JUGLA;Aurelien DESBOS;Thomas PROFFIT;Franck SOLFOROSI;Alexis LECOINTE;Romain CHASTEL;Antoine FOURNET;Chloé CHASTEL
2025;Macon;Championnats de France longue distance;MCH8+;8000;FB;12.0;27:29.23;CNCM;;;;Vincent DAVRIL;Stephane DIEU;Fabien JOIGNAUX;Maxime LECLERCQ;Francois CREPEL;Philippe BREDY;Frederic HULOT;Didier POJE;Celine DAVRIL-BAVOIS
2025;Macon;Championnats de France longue distance;MCH8+;8000;FC;13.0;28:21.67;SRRE;;;;Ivan CHALES;Matthieu GIRARD;Laurent GOUESCLOU;Benoit LECARPENTIER;Julien BERNOT;Thomas MARCHIONINI;Mathieu RATEAU;Hadi BOUKHATMI;Louison DUPERRIER
2025;Macon;Championnats de France longue distance;MCH8+;8000;FC;14.0;29:27.59;CAN;;;;Gael LE DU;Thomas GUIDEZ;Ghislain WASTIAUX;Joel ROSENFELD;Vincent LEPVRAUD;Nicolas MARIOT;Remi MOREAU;Arnaud LECOT;Florence MOLINIE
2025;Macon;Championnats de France longue distance;MCH8+;8000;FC;15.0;31:21.13;ACOO;;;;Thomas ASSAILLY;Ludovic COQUILLE;Franck HIMBERT;Camille LEGRIFFON;Frederic LEVY;Laurent SALCEDO;Philippe GUERIN;Martin CAPDEVILA;Margaux NGUYEN
2025;Macon;Championnats de France longue distance;MCH8+;8000;FC;16.0;32:00.24;SNP;;;;Olivier GORGUET;Stephane MER-APPERE;Christophe GENERAT;Michael BROUQUIERES;Joel RIVET;Bertrand HUMEAU;Vincent BOUTROUX;Francois NOUZA;Sarah POINET
2025;Macon;Championnats de France longue distance;MCH8+;8000;FC;17.0;32:29.32;ATOM;SESN;;;Matthieu DEBAILLE;Matthieu LE CHEVALLIER;Alexandre JEAN;Laurent MARAIS;David DENNEVAULT;Geoffrey LAUDE;Eric AUDIBERT;Pierre-Julien VILLETTE;Elisabeth BRETT
2025;Macon;Championnats de France longue distance;MCM4X50%H/F;8000;FA;1.0;30:04.17;AS81;;;;Nicolas BRAINI;Delphine DUTAU-BUHLER;Anita LATZ;Alexandre SCHALBURG;;;;;
2025;Macon;Championnats de France longue distance;MCM4X50%H/F;8000;FA;2.0;31:16.47;CAN;;;;Yves HOCDE;Maxime MOUSSE;Hayley THOMPSON;Lise-Marie MICHAUD;;;;;
2025;Macon;Championnats de France longue distance;MCM4X50%H/F;8000;FA;3.0;31:28.80;USTA;;;;Nathalie DELOGE BARBE;Fabrice LOUIS;Thibault NANOT;Cecile DUBUISSON;;;;;
2025;Macon;Championnats de France longue distance;MCM4X50%H/F;8000;FA;4.0;31:43.65;AUNL;;;;Nathalie JUGLA;Christelle BOISSIER;Luc JUGLA;Romain CHASTEL;;;;;
2025;Macon;Championnats de France longue distance;MCM4X50%H/F;8000;FA;5.0;31:59.97;AMJ;;;;Louis AMEN;Olivier LE SAUX;Salwa BOUSSOUKAYA;Sylvie HEPP-HAUTEVILLE;;;;;
2025;Macon;Championnats de France longue distance;MCM4X50%H/F;8000;FA;6.0;32:03.89;CAM;;;;Julie BACHELIER;Sebastien LE FLOCH;Marc PIEPERS;Caroline VITALI;;;;;
2025;Macon;Championnats de France longue distance;MCM4X50%H/F;8000;FB;7.0;32:13.05;CALY;;;;Caroline DESPLANCHE;Veronique FAVRE;Damien MARTIN;Vincent MARTIN;;;;;
2025;Macon;Championnats de France longue distance;MCM4X50%H/F;8000;FB;8.0;32:45.27;RCMA;;;;Helene LAGUILHON;Frederique BOISSEAU;Alain MORETTO;Julien FALAISE;;;;;
2025;Macon;Championnats de France longue distance;MCM4X50%H/F;8000;FB;9.0;33:01.15;SNSA;;;;Dominique BONNAVES;Celine BEAUTIER;Julien BARON;Gabrielle LANGLOIS;;;;;
2025;Macon;Championnats de France longue distance;MCM4X50%H/F;8000;FB;10.0;33:05.39;CNF;;;;Sylvie RADKO;Franck MONASTERIO;Johanna RICHTER;Steffen SPIELER;;;;;
2025;Macon;Championnats de France longue distance;MCM4X50%H/F;8000;FB;11.0;33:18.89;SNE;;;;Nina SOTTOVIA;Jacek JENDREJ;Emilie FLORIN DESSENNE;Gilles RIVET;;;;;
2025;Macon;Championnats de France longue distance;MCM4X50%H/F;8000;FB;12.0;33:30.87;CRMM;;;;Carole MALHERBE;Nicolas SCHMITT;Gloria VENDRELL;Guillaume BIRON;;;;;
2025;Macon;Championnats de France longue distance;MCM4X50%H/F;8000;FC;13.0;35:05.55;ABAY;;;;Etienne HUALDE;Marielle COMETS;Sebastien SUZANNE;Sophie GIRARD;;;;;
2025;Macon;Championnats de France longue distance;MCM4X50%H/F;8000;FC;14.0;35:11.61;CNLA;;;;Celine MARCEREUIL LECUYER;Benoit DUGUE;Arnaud AFFAGARD;Valerie PEYON;;;;;
2025;Macon;Championnats de France longue distance;MCM4X50%H/F;8000;FC;15.0;36:20.06;ACE;;;;Philippe TISSERAND;Segolene PARISOT;Christine DEFAUT;Jerome HENRY;;;;;
2025;Macon;Championnats de France longue distance;MCM4X50%H/F;8000;FC;16.0;36:26.66;CNBE;;;;Regis DERENCHY;Mafalda KONG-DUMAS;Anne GAGNAIRE;Brice RAGOT;;;;;
2025;Macon;Championnats de France longue distance;MCM4X50%H/F;8000;FC;17.0;37:11.23;ASTC;;;;Rebecca FISHER;Valerie RAISON;Fabrice PAKIN;Renaud ARLABOSSE;;;;;
2025;Macon;Championnats de France longue distance;MCM4X50%H/F;8000;FC;18.0;38:29.21;SNNA;;;;Freddy HAILLANT;Jeanne PAUL;Sandrine GUET;Emmanuel LABRUNYE;;;;;
2025;Macon;Championnats de France longue distance;MCM4X50%H/F;8000;FD;19.0;39:43.51;UNA;CAN;;;Pascal TOURNAT;Olivier BRIAT;Lea GERMAIN;Marie-Ange TINCELIN;;;;;
2025;Macon;Championnats de France longue distance;MCM4X50%H/F;8000;FD;20.0;39:59.26;ACDB;;;;Géraldine GARON;Franck GRAVIOU;Lionel BAILLEUX;Clotilde LAMY;;;;;
